commodity,commodity_subtype,zone,resource_id,component_id,type,variable,value
Biomass_Herb,capacity,bioherb_SE,SE_BECCS_FT_SB95_Herb,SE_BECCS_FT_SB95_Herb_biomass_edge,BECCSLiquidFuels,retired_capacity,0.0
Biomass_Herb,capacity,bioherb_MIDAT,MIDAT_BECCS_FT_SB95_Herb,MIDAT_BECCS_FT_SB95_Herb_biomass_edge,BECCSLiquidFuels,retired_capacity,0.0
Biomass_Herb,capacity,bioherb_NE,NE_BECCS_FT_SB95_Herb,NE_BECCS_FT_SB95_Herb_biomass_edge,BECCSLiquidFuels,retired_capacity,0.0
Biomass_Wood,capacity,biowood_SE,SE_BECCS_FT_SB95_Wood,SE_BECCS_FT_SB95_Wood_biomass_edge,BECCSLiquidFuels,retired_capacity,0.0
Biomass_Wood,capacity,biowood_MIDAT,MIDAT_BECCS_FT_SB95_Wood,MIDAT_BECCS_FT_SB95_Wood_biomass_edge,BECCSLiquidFuels,retired_capacity,0.0
Biomass_Wood,capacity,biowood_NE,NE_BECCS_FT_SB95_Wood,NE_BECCS_FT_SB95_Wood_biomass_edge,BECCSLiquidFuels,retired_capacity,0.0
Biomass_Herb,capacity,bioherb_SE,SE_BECCS_Biogas_Herb,SE_BECCS_Biogas_Herb_biomass_edge,BECCSNaturalGas,retired_capacity,0.0
Biomass_Herb,capacity,bioherb_MIDAT,MIDAT_BECCS_Biogas_Herb,MIDAT_BECCS_Biogas_Herb_biomass_edge,BECCSNaturalGas,retired_capacity,0.0
Biomass_Herb,capacity,bioherb_NE,NE_BECCS_Biogas_Herb,NE_BECCS_Biogas_Herb_biomass_edge,BECCSNaturalGas,retired_capacity,0.0
Biomass_Wood,capacity,biowood_SE,SE_BECCS_Biogas_Wood,SE_BECCS_Biogas_Wood_biomass_edge,BECCSNaturalGas,retired_capacity,0.0
Biomass_Wood,capacity,biowood_MIDAT,MIDAT_BECCS_Biogas_Wood,MIDAT_BECCS_Biogas_Wood_biomass_edge,BECCSNaturalGas,retired_capacity,0.0
Biomass_Wood,capacity,biowood_NE,NE_BECCS_Biogas_Wood,NE_BECCS_Biogas_Wood_biomass_edge,BECCSNaturalGas,retired_capacity,0.0
CO2Captured,capacity,co2_captured_SE,SE_GEO_SEQ_1,SE_GEO_SEQ_1_co2_captured_edge,CO2Injection,retired_capacity,0.0
CO2Captured,capacity,co2_captured_SE,SE_GEO_SEQ_2,SE_GEO_SEQ_2_co2_captured_edge,CO2Injection,retired_capacity,0.0
CO2Captured,capacity,co2_captured_MIDAT,MIDAT_GEO_SEQ_1,MIDAT_GEO_SEQ_1_co2_captured_edge,CO2Injection,retired_capacity,0.0
CO2Captured,capacity,co2_captured_MIDAT,MIDAT_GEO_SEQ_2,MIDAT_GEO_SEQ_2_co2_captured_edge,CO2Injection,retired_capacity,0.0
Electricity,capacity,elec_SE,SE_battery_moderate_0,SE_battery_moderate_0_discharge_edge,Battery,retired_capacity,0.0
Electricity,capacity,elec_MIDAT,MIDAT_battery_moderate_0,MIDAT_battery_moderate_0_discharge_edge,Battery,retired_capacity,0.0
Electricity,capacity,elec_NE,NE_battery_moderate_0,NE_battery_moderate_0_discharge_edge,Battery,retired_capacity,0.0
Electricity,capacity,elec_MIDAT,MIDAT_hydroelectric_pumped_storage_1,MIDAT_hydroelectric_pumped_storage_1_discharge_edge,Battery,retired_capacity,0.0
Electricity,capacity,elec_NE,NE_hydroelectric_pumped_storage_1,NE_hydroelectric_pumped_storage_1_discharge_edge,Battery,retired_capacity,0.0
Electricity,capacity,elec_SE,SE_hydroelectric_pumped_storage_1,SE_hydroelectric_pumped_storage_1_discharge_edge,Battery,retired_capacity,0.0
CO2,capacity,co2_sink,SE_Sorbent_DAC,SE_Sorbent_DAC_co2_edge,ElectricDAC,retired_capacity,0.0
CO2,capacity,co2_sink,MIDAT_Sorbent_DAC,MIDAT_Sorbent_DAC_co2_edge,ElectricDAC,retired_capacity,0.0
CO2,capacity,co2_sink,NE_Sorbent_DAC,NE_Sorbent_DAC_co2_edge,ElectricDAC,retired_capacity,0.0
Hydrogen,capacity,h2_SE,SE_Electrolyzer,SE_Electrolyzer_h2_edge,Electrolyzer,retired_capacity,0.0
Hydrogen,capacity,h2_MIDAT,MIDAT_Electrolyzer,MIDAT_Electrolyzer_h2_edge,Electrolyzer,retired_capacity,0.0
Hydrogen,capacity,h2_NE,NE_Electrolyzer,NE_Electrolyzer_h2_edge,Electrolyzer,retired_capacity,0.0
Electricity,capacity,elec_MIDAT,MIDAT_onshore_wind_turbine_1,MIDAT_onshore_wind_turbine_1_edge,VRE,retired_capacity,0.0
Electricity,capacity,elec_MIDAT,MIDAT_solar_photovoltaic_1,MIDAT_solar_photovoltaic_1_edge,VRE,retired_capacity,0.0
Electricity,capacity,elec_NE,NE_onshore_wind_turbine_1,NE_onshore_wind_turbine_1_edge,VRE,retired_capacity,0.0
Electricity,capacity,elec_NE,NE_solar_photovoltaic_1,NE_solar_photovoltaic_1_edge,VRE,retired_capacity,0.0
Electricity,capacity,elec_SE,SE_solar_photovoltaic_1,SE_solar_photovoltaic_1_edge,VRE,retired_capacity,0.0
Electricity,capacity,elec_SE,SE_CCGT-H2,SE_CCGT-H2_elec_edge,ThermalPower{Hydrogen},retired_capacity,0.0
Electricity,capacity,elec_MIDAT,MIDAT_CCGT-H2,MIDAT_CCGT-H2_elec_edge,ThermalPower{Hydrogen},retired_capacity,0.0
Electricity,capacity,elec_NE,NE_CCGT-H2,NE_CCGT-H2_elec_edge,ThermalPower{Hydrogen},retired_capacity,0.0
Electricity,capacity,elec_SE,SE_OCGT-H2,SE_OCGT-H2_elec_edge,ThermalPower{Hydrogen},retired_capacity,0.0
Electricity,capacity,elec_MIDAT,MIDAT_OCGT-H2,MIDAT_OCGT-H2_elec_edge,ThermalPower{Hydrogen},retired_capacity,0.0
Electricity,capacity,elec_NE,NE_OCGT-H2,NE_OCGT-H2_elec_edge,ThermalPower{Hydrogen},retired_capacity,0.0
Hydrogen,capacity,internal,h2_SE_to_MIDAT,h2_SE_to_MIDAT_charge_edge,GasStorage{Hydrogen},retired_capacity,0.0
Hydrogen,capacity,internal,h2_SE_to_MIDAT,h2_SE_to_MIDAT_discharge_edge,GasStorage{Hydrogen},retired_capacity,0.0
Hydrogen,capacity,internal,h2_MIDAT_to_SE,h2_MIDAT_to_SE_charge_edge,GasStorage{Hydrogen},retired_capacity,0.0
Hydrogen,capacity,internal,h2_MIDAT_to_SE,h2_MIDAT_to_SE_discharge_edge,GasStorage{Hydrogen},retired_capacity,0.0
Hydrogen,capacity,internal,h2_MIDAT_to_NE,h2_MIDAT_to_NE_charge_edge,GasStorage{Hydrogen},retired_capacity,0.0
Hydrogen,capacity,internal,h2_MIDAT_to_NE,h2_MIDAT_to_NE_discharge_edge,GasStorage{Hydrogen},retired_capacity,0.0
Hydrogen,capacity,internal,h2_NE_to_MIDAT,h2_NE_to_MIDAT_charge_edge,GasStorage{Hydrogen},retired_capacity,0.0
Hydrogen,capacity,internal,h2_NE_to_MIDAT,h2_NE_to_MIDAT_discharge_edge,GasStorage{Hydrogen},retired_capacity,0.0
Hydrogen,capacity,internal,SE_Above_ground_storage,SE_Above_ground_storage_charge_edge,GasStorage{Hydrogen},retired_capacity,0.0
Hydrogen,capacity,internal,SE_Above_ground_storage,SE_Above_ground_storage_discharge_edge,GasStorage{Hydrogen},retired_capacity,0.0
Hydrogen,capacity,internal,MIDAT_Above_ground_storage,MIDAT_Above_ground_storage_charge_edge,GasStorage{Hydrogen},retired_capacity,0.0
Hydrogen,capacity,internal,MIDAT_Above_ground_storage,MIDAT_Above_ground_storage_discharge_edge,GasStorage{Hydrogen},retired_capacity,0.0
Hydrogen,capacity,internal,NE_Above_ground_storage,NE_Above_ground_storage_charge_edge,GasStorage{Hydrogen},retired_capacity,0.0
Hydrogen,capacity,internal,NE_Above_ground_storage,NE_Above_ground_storage_discharge_edge,GasStorage{Hydrogen},retired_capacity,0.0
Electricity,capacity,elec_MIDAT,MIDAT_conventional_hydroelectric_1,MIDAT_conventional_hydroelectric_1_discharge_edge,HydroRes,retired_capacity,0.0
Electricity,capacity,hydro_source,MIDAT_conventional_hydroelectric_1,MIDAT_conventional_hydroelectric_1_inflow_edge,HydroRes,retired_capacity,0.0
Electricity,capacity,elec_NE,NE_conventional_hydroelectric_1,NE_conventional_hydroelectric_1_discharge_edge,HydroRes,retired_capacity,0.0
Electricity,capacity,hydro_source,NE_conventional_hydroelectric_1,NE_conventional_hydroelectric_1_inflow_edge,HydroRes,retired_capacity,0.0
Electricity,capacity,elec_SE,SE_conventional_hydroelectric_1,SE_conventional_hydroelectric_1_discharge_edge,HydroRes,retired_capacity,0.0
Electricity,capacity,hydro_source,SE_conventional_hydroelectric_1,SE_conventional_hydroelectric_1_inflow_edge,HydroRes,retired_capacity,0.0
Electricity,capacity,elec_MIDAT,MIDAT_small_hydroelectric_1,MIDAT_small_hydroelectric_1_elec_edge,MustRun,retired_capacity,0.0
Electricity,capacity,elec_NE,NE_small_hydroelectric_1,NE_small_hydroelectric_1_elec_edge,MustRun,retired_capacity,0.0
Electricity,capacity,elec_SE,SE_small_hydroelectric_1,SE_small_hydroelectric_1_elec_edge,MustRun,retired_capacity,0.0
CO2,capacity,co2_sink,SE_Solvent_wNGCC_DAC,SE_Solvent_wNGCC_DAC_co2_edge,NaturalGasDAC,retired_capacity,0.0
CO2,capacity,co2_sink,MIDAT_Solvent_wNGCC_DAC,MIDAT_Solvent_wNGCC_DAC_co2_edge,NaturalGasDAC,retired_capacity,0.0
CO2,capacity,co2_sink,NE_Solvent_wNGCC_DAC,NE_Solvent_wNGCC_DAC_co2_edge,NaturalGasDAC,retired_capacity,0.0
CO2,capacity,co2_sink,SE_Sorbent_wNGCC_DAC,SE_Sorbent_wNGCC_DAC_co2_edge,NaturalGasDAC,retired_capacity,0.0
CO2,capacity,co2_sink,MIDAT_Sorbent_wNGCC_DAC,MIDAT_Sorbent_wNGCC_DAC_co2_edge,NaturalGasDAC,retired_capacity,0.0
CO2,capacity,co2_sink,NE_Sorbent_wNGCC_DAC,NE_Sorbent_wNGCC_DAC_co2_edge,NaturalGasDAC,retired_capacity,0.0
Hydrogen,capacity,h2_SE,SE_Large_SMR_Non_CCS,SE_Large_SMR_Non_CCS_h2_edge,ThermalHydrogen{NaturalGas},retired_capacity,0.0
Hydrogen,capacity,h2_MIDAT,MIDAT_Large_SMR_Non_CCS,MIDAT_Large_SMR_Non_CCS_h2_edge,ThermalHydrogen{NaturalGas},retired_capacity,0.0
Hydrogen,capacity,h2_NE,NE_Large_SMR_Non_CCS,NE_Large_SMR_Non_CCS_h2_edge,ThermalHydrogen{NaturalGas},retired_capacity,0.0
Hydrogen,capacity,h2_SE,SE_ATR_wCCS_94pct,SE_ATR_wCCS_94pct_h2_edge,ThermalHydrogenCCS{NaturalGas},retired_capacity,0.0
Hydrogen,capacity,h2_MIDAT,MIDAT_ATR_wCCS_94pct,MIDAT_ATR_wCCS_94pct_h2_edge,ThermalHydrogenCCS{NaturalGas},retired_capacity,0.0
Hydrogen,capacity,h2_NE,NE_ATR_wCCS_94pct,NE_ATR_wCCS_94pct_h2_edge,ThermalHydrogenCCS{NaturalGas},retired_capacity,0.0
Hydrogen,capacity,h2_SE,SE_Large_SMR_wCCS_96pct,SE_Large_SMR_wCCS_96pct_h2_edge,ThermalHydrogenCCS{NaturalGas},retired_capacity,0.0
Hydrogen,capacity,h2_MIDAT,MIDAT_Large_SMR_wCCS_96pct,MIDAT_Large_SMR_wCCS_96pct_h2_edge,ThermalHydrogenCCS{NaturalGas},retired_capacity,0.0
Hydrogen,capacity,h2_NE,NE_Large_SMR_wCCS_96pct,NE_Large_SMR_wCCS_96pct_h2_edge,ThermalHydrogenCCS{NaturalGas},retired_capacity,0.0
Electricity,capacity,elec_MIDAT,MIDAT_natural_gas_fired_combined_cycle_1,MIDAT_natural_gas_fired_combined_cycle_1_elec_edge,ThermalPower{NaturalGas},retired_capacity,0.0
Electricity,capacity,elec_MIDAT,MIDAT_natural_gas_fired_combined_cycle_2,MIDAT_natural_gas_fired_combined_cycle_2_elec_edge,ThermalPower{NaturalGas},retired_capacity,0.0
Electricity,capacity,elec_MIDAT,MIDAT_natural_gas_fired_combined_cycle_3,MIDAT_natural_gas_fired_combined_cycle_3_elec_edge,ThermalPower{NaturalGas},retired_capacity,0.0
Electricity,capacity,elec_MIDAT,MIDAT_natural_gas_fired_combined_cycle_4,MIDAT_natural_gas_fired_combined_cycle_4_elec_edge,ThermalPower{NaturalGas},retired_capacity,0.0
Electricity,capacity,elec_MIDAT,MIDAT_natural_gas_fired_combustion_turbine_1,MIDAT_natural_gas_fired_combustion_turbine_1_elec_edge,ThermalPower{NaturalGas},retired_capacity,0.0
Electricity,capacity,elec_MIDAT,MIDAT_natural_gas_fired_combustion_turbine_2,MIDAT_natural_gas_fired_combustion_turbine_2_elec_edge,ThermalPower{NaturalGas},retired_capacity,0.0
Electricity,capacity,elec_NE,NE_natural_gas_fired_combined_cycle_1,NE_natural_gas_fired_combined_cycle_1_elec_edge,ThermalPower{NaturalGas},retired_capacity,0.0
Electricity,capacity,elec_NE,NE_natural_gas_fired_combined_cycle_2,NE_natural_gas_fired_combined_cycle_2_elec_edge,ThermalPower{NaturalGas},retired_capacity,0.0
Electricity,capacity,elec_NE,NE_natural_gas_fired_combined_cycle_3,NE_natural_gas_fired_combined_cycle_3_elec_edge,ThermalPower{NaturalGas},retired_capacity,0.0
Electricity,capacity,elec_NE,NE_natural_gas_fired_combustion_turbine_1,NE_natural_gas_fired_combustion_turbine_1_elec_edge,ThermalPower{NaturalGas},retired_capacity,0.0
Electricity,capacity,elec_NE,NE_natural_gas_fired_combustion_turbine_2,NE_natural_gas_fired_combustion_turbine_2_elec_edge,ThermalPower{NaturalGas},retired_capacity,0.0
Electricity,capacity,elec_SE,SE_natural_gas_fired_combined_cycle_1,SE_natural_gas_fired_combined_cycle_1_elec_edge,ThermalPower{NaturalGas},retired_capacity,0.0
Electricity,capacity,elec_SE,SE_natural_gas_fired_combined_cycle_2,SE_natural_gas_fired_combined_cycle_2_elec_edge,ThermalPower{NaturalGas},retired_capacity,0.0
Electricity,capacity,elec_SE,SE_natural_gas_fired_combined_cycle_3,SE_natural_gas_fired_combined_cycle_3_elec_edge,ThermalPower{NaturalGas},retired_capacity,0.0
Electricity,capacity,elec_SE,SE_natural_gas_fired_combined_cycle_4,SE_natural_gas_fired_combined_cycle_4_elec_edge,ThermalPower{NaturalGas},retired_capacity,0.0
Electricity,capacity,elec_SE,SE_natural_gas_fired_combustion_turbine_1,SE_natural_gas_fired_combustion_turbine_1_elec_edge,ThermalPower{NaturalGas},retired_capacity,0.0
Electricity,capacity,elec_SE,SE_natural_gas_fired_combustion_turbine_2,SE_natural_gas_fired_combustion_turbine_2_elec_edge,ThermalPower{NaturalGas},retired_capacity,0.0
Electricity,capacity,elec_SE,SE_naturalgas_ccavgcf_moderate_0,SE_naturalgas_ccavgcf_moderate_0_elec_edge,ThermalPower{NaturalGas},retired_capacity,0.0
Electricity,capacity,elec_SE,SE_naturalgas_ctavgcf_moderate_0,SE_naturalgas_ctavgcf_moderate_0_elec_edge,ThermalPower{NaturalGas},retired_capacity,0.0
Electricity,capacity,elec_MIDAT,MIDAT_naturalgas_ccavgcf_moderate_0,MIDAT_naturalgas_ccavgcf_moderate_0_elec_edge,ThermalPower{NaturalGas},retired_capacity,0.0
Electricity,capacity,elec_MIDAT,MIDAT_naturalgas_ctavgcf_moderate_0,MIDAT_naturalgas_ctavgcf_moderate_0_elec_edge,ThermalPower{NaturalGas},retired_capacity,0.0
Electricity,capacity,elec_NE,NE_naturalgas_ccavgcf_moderate_0,NE_naturalgas_ccavgcf_moderate_0_elec_edge,ThermalPower{NaturalGas},retired_capacity,0.0
Electricity,capacity,elec_NE,NE_naturalgas_ctavgcf_moderate_0,NE_naturalgas_ctavgcf_moderate_0_elec_edge,ThermalPower{NaturalGas},retired_capacity,0.0
Electricity,capacity,elec_SE,SE_naturalgas_ccccsavgcf_conservative_0,SE_naturalgas_ccccsavgcf_conservative_0_elec_edge,ThermalPowerCCS{NaturalGas},retired_capacity,0.0
Electricity,capacity,elec_MIDAT,MIDAT_naturalgas_ccccsavgcf_conservative_0,MIDAT_naturalgas_ccccsavgcf_conservative_0_elec_edge,ThermalPowerCCS{NaturalGas},retired_capacity,0.0
Electricity,capacity,elec_NE,NE_naturalgas_ccccsavgcf_conservative_0,NE_naturalgas_ccccsavgcf_conservative_0_elec_edge,ThermalPowerCCS{NaturalGas},retired_capacity,0.0
Electricity,capacity,elec_NE,NE_offshorewind_class10_moderate_floating_1_1,NE_offshorewind_class10_moderate_floating_1_1_edge,VRE,retired_capacity,0.0
Electricity,capacity,elec_SE,SE_utilitypv_class1_moderate_70_0_2_1,SE_utilitypv_class1_moderate_70_0_2_1_edge,VRE,retired_capacity,0.0
Electricity,capacity,elec_SE,SE_utilitypv_class1_moderate_70_0_2_2,SE_utilitypv_class1_moderate_70_0_2_2_edge,VRE,retired_capacity,0.0
Electricity,capacity,elec_SE,SE_utilitypv_class1_moderate_70_0_2_3,SE_utilitypv_class1_moderate_70_0_2_3_edge,VRE,retired_capacity,0.0
Electricity,capacity,elec_SE,SE_utilitypv_class1_moderate_70_0_2_4,SE_utilitypv_class1_moderate_70_0_2_4_edge,VRE,retired_capacity,0.0
Electricity,capacity,elec_SE,SE_utilitypv_class1_moderate_70_0_2_5,SE_utilitypv_class1_moderate_70_0_2_5_edge,VRE,retired_capacity,0.0
Electricity,capacity,elec_SE,SE_utilitypv_class1_moderate_70_0_2_6,SE_utilitypv_class1_moderate_70_0_2_6_edge,VRE,retired_capacity,0.0
Electricity,capacity,elec_SE,SE_utilitypv_class1_moderate_70_0_2_7,SE_utilitypv_class1_moderate_70_0_2_7_edge,VRE,retired_capacity,0.0
Electricity,capacity,elec_SE,SE_utilitypv_class1_moderate_70_0_2_8,SE_utilitypv_class1_moderate_70_0_2_8_edge,VRE,retired_capacity,0.0
Electricity,capacity,elec_MIDAT,MIDAT_utilitypv_class1_moderate_70_0_2_1,MIDAT_utilitypv_class1_moderate_70_0_2_1_edge,VRE,retired_capacity,0.0
Electricity,capacity,elec_MIDAT,MIDAT_utilitypv_class1_moderate_70_0_2_2,MIDAT_utilitypv_class1_moderate_70_0_2_2_edge,VRE,retired_capacity,0.0
Electricity,capacity,elec_MIDAT,MIDAT_utilitypv_class1_moderate_70_0_2_3,MIDAT_utilitypv_class1_moderate_70_0_2_3_edge,VRE,retired_capacity,0.0
Electricity,capacity,elec_MIDAT,MIDAT_utilitypv_class1_moderate_70_0_2_4,MIDAT_utilitypv_class1_moderate_70_0_2_4_edge,VRE,retired_capacity,0.0
Electricity,capacity,elec_MIDAT,MIDAT_utilitypv_class1_moderate_70_0_2_5,MIDAT_utilitypv_class1_moderate_70_0_2_5_edge,VRE,retired_capacity,0.0
Electricity,capacity,elec_MIDAT,MIDAT_utilitypv_class1_moderate_70_0_2_6,MIDAT_utilitypv_class1_moderate_70_0_2_6_edge,VRE,retired_capacity,0.0
Electricity,capacity,elec_MIDAT,MIDAT_utilitypv_class1_moderate_70_0_2_7,MIDAT_utilitypv_class1_moderate_70_0_2_7_edge,VRE,retired_capacity,0.0
Electricity,capacity,elec_NE,NE_utilitypv_class1_moderate_70_0_2_1,NE_utilitypv_class1_moderate_70_0_2_1_edge,VRE,retired_capacity,0.0
Electricity,capacity,elec_NE,NE_utilitypv_class1_moderate_70_0_2_2,NE_utilitypv_class1_moderate_70_0_2_2_edge,VRE,retired_capacity,0.0
Electricity,capacity,elec_NE,NE_utilitypv_class1_moderate_70_0_2_3,NE_utilitypv_class1_moderate_70_0_2_3_edge,VRE,retired_capacity,0.0
Electricity,capacity,elec_NE,NE_utilitypv_class1_moderate_70_0_2_4,NE_utilitypv_class1_moderate_70_0_2_4_edge,VRE,retired_capacity,0.0
Electricity,capacity,elec_NE,NE_utilitypv_class1_moderate_70_0_2_5,NE_utilitypv_class1_moderate_70_0_2_5_edge,VRE,retired_capacity,0.0
Electricity,capacity,elec_NE,NE_utilitypv_class1_moderate_70_0_2_6,NE_utilitypv_class1_moderate_70_0_2_6_edge,VRE,retired_capacity,0.0
Electricity,capacity,elec_NE,NE_utilitypv_class1_moderate_70_0_2_7,NE_utilitypv_class1_moderate_70_0_2_7_edge,VRE,retired_capacity,0.0
Electricity,capacity,elec_SE,SE_landbasedwind_class4_moderate_70_1,SE_landbasedwind_class4_moderate_70_1_edge,VRE,retired_capacity,0.0
Electricity,capacity,elec_SE,SE_landbasedwind_class4_moderate_70_2,SE_landbasedwind_class4_moderate_70_2_edge,VRE,retired_capacity,0.0
Electricity,capacity,elec_SE,SE_landbasedwind_class4_moderate_70_3,SE_landbasedwind_class4_moderate_70_3_edge,VRE,retired_capacity,0.0
Electricity,capacity,elec_SE,SE_landbasedwind_class4_moderate_70_4,SE_landbasedwind_class4_moderate_70_4_edge,VRE,retired_capacity,0.0
Electricity,capacity,elec_SE,SE_landbasedwind_class4_moderate_70_5,SE_landbasedwind_class4_moderate_70_5_edge,VRE,retired_capacity,0.0
Electricity,capacity,elec_SE,SE_landbasedwind_class4_moderate_70_6,SE_landbasedwind_class4_moderate_70_6_edge,VRE,retired_capacity,0.0
Electricity,capacity,elec_SE,SE_landbasedwind_class4_moderate_70_7,SE_landbasedwind_class4_moderate_70_7_edge,VRE,retired_capacity,0.0
Electricity,capacity,elec_SE,SE_landbasedwind_class4_moderate_70_8,SE_landbasedwind_class4_moderate_70_8_edge,VRE,retired_capacity,0.0
Electricity,capacity,elec_MIDAT,MIDAT_landbasedwind_class4_moderate_70_1,MIDAT_landbasedwind_class4_moderate_70_1_edge,VRE,retired_capacity,0.0
Electricity,capacity,elec_MIDAT,MIDAT_landbasedwind_class4_moderate_70_2,MIDAT_landbasedwind_class4_moderate_70_2_edge,VRE,retired_capacity,0.0
Electricity,capacity,elec_MIDAT,MIDAT_landbasedwind_class4_moderate_70_3,MIDAT_landbasedwind_class4_moderate_70_3_edge,VRE,retired_capacity,0.0
Electricity,capacity,elec_MIDAT,MIDAT_landbasedwind_class4_moderate_70_4,MIDAT_landbasedwind_class4_moderate_70_4_edge,VRE,retired_capacity,0.0
Electricity,capacity,elec_MIDAT,MIDAT_landbasedwind_class4_moderate_70_5,MIDAT_landbasedwind_class4_moderate_70_5_edge,VRE,retired_capacity,0.0
Electricity,capacity,elec_MIDAT,MIDAT_landbasedwind_class4_moderate_70_6,MIDAT_landbasedwind_class4_moderate_70_6_edge,VRE,retired_capacity,0.0
Electricity,capacity,elec_MIDAT,MIDAT_landbasedwind_class4_moderate_70_7,MIDAT_landbasedwind_class4_moderate_70_7_edge,VRE,retired_capacity,0.0
Electricity,capacity,elec_NE,NE_landbasedwind_class4_moderate_70_1,NE_landbasedwind_class4_moderate_70_1_edge,VRE,retired_capacity,0.0
Electricity,capacity,elec_NE,NE_landbasedwind_class4_moderate_70_2,NE_landbasedwind_class4_moderate_70_2_edge,VRE,retired_capacity,0.0
Electricity,capacity,elec_NE,NE_landbasedwind_class4_moderate_70_3,NE_landbasedwind_class4_moderate_70_3_edge,VRE,retired_capacity,0.0
Electricity,capacity,elec_NE,NE_landbasedwind_class4_moderate_70_4,NE_landbasedwind_class4_moderate_70_4_edge,VRE,retired_capacity,0.0
Electricity,capacity,elec_NE,NE_landbasedwind_class4_moderate_70_5,NE_landbasedwind_class4_moderate_70_5_edge,VRE,retired_capacity,0.0
Electricity,capacity,elec_NE,NE_landbasedwind_class4_moderate_70_6,NE_landbasedwind_class4_moderate_70_6_edge,VRE,retired_capacity,0.0
Electricity,capacity,elec_NE,NE_landbasedwind_class4_moderate_70_7,NE_landbasedwind_class4_moderate_70_7_edge,VRE,retired_capacity,0.0
Electricity,capacity,elec_MIDAT,MIDAT_nuclear_1,MIDAT_nuclear_1_elec_edge,ThermalPower{Uranium},retired_capacity,2440.0
Electricity,capacity,elec_MIDAT,MIDAT_nuclear_2,MIDAT_nuclear_2_elec_edge,ThermalPower{Uranium},retired_capacity,0.0
Electricity,capacity,elec_NE,NE_nuclear_1,NE_nuclear_1_elec_edge,ThermalPower{Uranium},retired_capacity,0.0
Electricity,capacity,elec_NE,NE_nuclear_2,NE_nuclear_2_elec_edge,ThermalPower{Uranium},retired_capacity,0.0
Electricity,capacity,elec_SE,SE_nuclear_1,SE_nuclear_1_elec_edge,ThermalPower{Uranium},retired_capacity,0.0
Electricity,capacity,elec_SE,SE_nuclear_2,SE_nuclear_2_elec_edge,ThermalPower{Uranium},retired_capacity,0.0
Electricity,capacity,elec_SE,SE_nuclear_mid_0,SE_nuclear_mid_0_elec_edge,ThermalPower{Uranium},retired_capacity,0.0
Electricity,capacity,elec_MIDAT,MIDAT_nuclear_mid_0,MIDAT_nuclear_mid_0_elec_edge,ThermalPower{Uranium},retired_capacity,0.0
Electricity,capacity,elec_NE,NE_nuclear_mid_0,NE_nuclear_mid_0_elec_edge,ThermalPower{Uranium},retired_capacity,0.0
CO2Captured,capacity,co2_captured_SE,SE_Synfuel_Plant,SE_Synfuel_Plant_co2_captured_edge,SyntheticLiquidFuels,retired_capacity,0.0
CO2Captured,capacity,co2_captured_MIDAT,MIDAT_Synfuel_Plant,MIDAT_Synfuel_Plant_co2_captured_edge,SyntheticLiquidFuels,retired_capacity,0.0
CO2Captured,capacity,co2_captured_NE,NE_Synfuel_Plant,NE_Synfuel_Plant_co2_captured_edge,SyntheticLiquidFuels,retired_capacity,0.0
CO2Captured,capacity,co2_captured_SE,SE_Synfuel_Plant_wCCS_Stored_90pct,SE_Synfuel_Plant_wCCS_Stored_90pct_co2_captured_edge,SyntheticLiquidFuels,retired_capacity,0.0
CO2Captured,capacity,co2_captured_MIDAT,MIDAT_Synfuel_Plant_wCCS_Stored_90pct,MIDAT_Synfuel_Plant_wCCS_Stored_90pct_co2_captured_edge,SyntheticLiquidFuels,retired_capacity,0.0
CO2Captured,capacity,co2_captured_NE,NE_Synfuel_Plant_wCCS_Stored_90pct,NE_Synfuel_Plant_wCCS_Stored_90pct_co2_captured_edge,SyntheticLiquidFuels,retired_capacity,0.0
CO2Captured,capacity,co2_captured_SE,SE_Synfuel_Plant_wCCS_Recycled_90pct,SE_Synfuel_Plant_wCCS_Recycled_90pct_co2_captured_edge,SyntheticLiquidFuels,retired_capacity,0.0
CO2Captured,capacity,co2_captured_MIDAT,MIDAT_Synfuel_Plant_wCCS_Recycled_90pct,MIDAT_Synfuel_Plant_wCCS_Recycled_90pct_co2_captured_edge,SyntheticLiquidFuels,retired_capacity,0.0
CO2Captured,capacity,co2_captured_NE,NE_Synfuel_Plant_wCCS_Recycled_90pct,NE_Synfuel_Plant_wCCS_Recycled_90pct_co2_captured_edge,SyntheticLiquidFuels,retired_capacity,0.0
CO2Captured,capacity,co2_captured_SE,SE_Syn_NG_Plant,SE_Syn_NG_Plant_co2_captured_edge,SyntheticNaturalGas,retired_capacity,0.0
CO2Captured,capacity,co2_captured_SE,SE_Syn_NG_Plant_wCCS_Stored_90pct,SE_Syn_NG_Plant_wCCS_Stored_90pct_co2_captured_edge,SyntheticNaturalGas,retired_capacity,0.0
CO2Captured,capacity,co2_captured_SE,SE_Syn_NG_Plant_wCCS_Recycled_90pct,SE_Syn_NG_Plant_wCCS_Recycled_90pct_co2_captured_edge,SyntheticNaturalGas,retired_capacity,0.0
CO2Captured,capacity,co2_captured_MIDAT,MIDAT_Syn_NG_Plant,MIDAT_Syn_NG_Plant_co2_captured_edge,SyntheticNaturalGas,retired_capacity,0.0
